commentaire;label
"Il suffit de regarder les chiffres et d'être honnête une bonne personne.""";0
@merveilmukoko ​@Soso-m2hles chiffres oui mais les talents aussi.;0
@Soso-m2h ​ @merveilmukoko les chiffres sont de talents si tu ne fais pas le chiffre quand tu n'as pas de talent;0
@StorStor-i3k France et katar contre Achraf HAKIMI;0
@HAMZAMOHAMMEDBABA-k9j Why is his mother angry😢😢;0
@hkbcjhcgjjdfjjhdgjhd Yamal 💔😭 . don't warry next year 😊;0
@Zaidijou Achraf hakimi is de gold;0
@trovefootball1254 Dembele winning a ballon’dor before Mbappe is crazy;0
@MorientesFernando-b2e Une dexiemme foit qu'un noir gagne ça ont sais tous que sie il avais un blanc entre les deux ont naurais pas donner ça a dembele mm sie il est francais  .;0
"C'est pas le ballon d'or c'est plutôt le ballon plastique c'est pas juste c'est tout simplement du copinage""";0
@eddersincyr3466 Sensational;0
@yanis_maker Quel bonheur ❤💜;1
@LodovGandut Congraculations oshime dembele🎉🎉;1
"""@QuintinoNanqueloa Hakimi , Pedri et Raphinha ne sont pas respectés.  Yamal ne mérite même pas sa deuxième place ...""";1
@SabinaYuspbu 😢😢😢😢;0
@melisasoares9672 Félicitations !!🎉🎉;1
@mlkk4376 Ruud gullit presente 😊;0
@HacenLy-i9e Félicitations à Dembele;1
"""@turkishzer Dembele , Yamal , Salah muslim gang""";0
@HarisJose.p Le monde du foot est en péril;0
@hajjakasifah157 Ousmane tetap sehat y❤❤❤❤;1
@hajjakasifah157 Ousmane yg terbaik❤❤❤❤;1
@blancoalves1613 Très fière de toi frère ❤❤❤❤❤;1
@clementvirapin7095 N'importe quoi il est mauvais ça aurait du être yamal c'est truqué le ballon d or. Le psg est pourri comme équipe là honte de les récompenser.;0
"Drc ❤""";1
@JocelynAmaia-bt7on ❤;1
@lilianoluiz Kiéh vitinia devant raphinia 😂😂😂😂😂😂😂 mais yamal ya problématique;0
@wongedan23636 2 Muslims;0
@Link-77 Mdr on félicite un joueur d’avoir joué 4 mois seulement sur 12 on pouvait pas faire mieux niveau crédibilité ! Enfin bref ce trophée valait déjà plus rien maintenant il montre vraiment qu’il a même pas de valeur d’investissement non plus;0
@Link-77 Mdr on félicite un joueur d’avoir joué 4 mois seulement sur 12 on pouvait pas faire mieux niveau crédibilité ! Enfin bref ce trophée valait déjà plus rien maintenant il montre vraiment qu’il a même pas de valeur d’investissement non plus;0
@Link-77 Mdr on félicite un joueur d’avoir joué 4 mois seulement sur 12 on pouvait pas faire mieux niveau crédibilité ! Enfin bref ce trophée valait déjà plus rien maintenant il montre vraiment qu’il a même pas de valeur d’investissement non plus;0
@titinho1147 C'EST MITIGÉ QUAND MÊME LAMINE YAMAL POUR SON ÂGE SON TALENT MÉRITAIT AUTANT ... C'EST MITIGÉ ...;0
"""@CyrilOvic Pas de ligue des champions et surtout pas faire play, il ne mérite rien du tout , Vitinha et Hakimi devraient être devant lui aussi ..""";1
"""@titinho1147 ​ @CyrilOvic OUAI BIZARRE CETTE RÉCOMPENSE DE TROPHÉE , YAMINE LAMAL EST BEAUCOUP PLUS MÉRITANT JE PENSE""";0
"""@CyrilOvic ​ @titinho1147 non pas du tout justement, tu ne peux pas gagner le ballon d'or en étant éliminé de la champions League par Acerbi ..le PSG c'est 5-0 contre l'inter , de plus Yamal n'est pas du tout fair play de ses attitudes..""";0
@sandapacific4324 Discours de classe;1
"Faites nous rêver encore et encore""";1
@karimmoh1788 🥰🥰🥰🥰🥰🥰🥰🥰;0
@AzizbekQambarov-g7b ❤❤❤;1
@MuhammadisoBoqijonov-g3c2m Bir paytlar Barselonada tanqidlar ostida qolgan Dembele bu yil liga 1 Chempionlar ligasi sovrindori bõldi va u oltin tõpga ham loyiq bõldi;1
@Xashi_._i D’orbele;0
@HabibuRohman-d3t Jamet: fuck😭😭😭😭😭;0
@EthanFontaine-j3c Lamine yamal était plus fort que lui Dembelé rien foutu les gars franchement n'importe quoi;1
@NematBozorov-b1i8f Да это справедливо вручения золотого мяча Усмана Дембеле❤❤❤;1
@ElbekJdhdu3hrud8dhwxw738v RAPHINHA 5 😢😭🥺;0
"Aujourd’hui il y a presque aucun grand joueur… la preuve un jeune de 17ans fini 2ème""";1
@souzarai7363 Le niveau du football n’a jamais été aussi élevé !  Les anciens grands joueurs ne défendaient pas comme lui !   L’intensité est 100 fois plus importante qu’il y a 10 ans !   Après ce sont des cycles mais le collectif et la jeunesse sont plus présente que jamais .;0
@FlorFLORENT Il le mérite;1
@sorin_fn Messi Dembélé Messi Yamal;0
@biftecklee5418 Du n'importe quoi ma parole de pire en pire ça me dégoûte 🤮🤮🤮🤮;0
@jdreasymoney6116 En 2020 j’avais dis à un pote que dembele aurai le ballon d’or avant Mbappé comment il avait rigoler sur moi;0
@bestcompilations7656 Quel bon choix il a fait d'aller au PSG;0
@IbrahimasoryCoulibaly-n5l Félicitations Ousman❤❤❤;1
@Raigash Me-ri-té point barre;0
@partyplaypleasure Si y en a bien un qui le mérite cest lui au nom de Dieu;1
@hidhirali4702 Barokalloh @dembele;0
@Novacuts23 Incredible truly well deserved but I still do feel for Salah and raphinha 📈;0
@alimdpalash770 Next year lamine Yamal;0
@milova90 love dembele🎉🎉🎉;1
@DabyTRAORE-o8p ❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤;1
@amadoudiawara1540 Tu es le meilleur des meilleurs tu le merite amplement ❤😊;1
@jeromebayard5824 C'est un des plus beaux discours du fond du coeur des remises du Ballon D'Or;0
@Sba3-g4j On va se mettre au basketball c mieux qu’on supprime ce ballon d’or c’est une fraude cr7 avais raison;0
@Sba3-g4j Hakimi derrière Salah et vitinha et yamal quel blague sérieux;0
"""@youssefalmansor1152 We used to support Paris Saint-Germain, but now we don't, and Hakimi remains the best right-back in the world.""";0
@redneljoseph9887 Ousmane Dembele je t’ai cru depuis dès le debut;0
@joelsaodien1058 Vous voyez comment les blancs organisent leurs  choses bravo monsieur Dembélé;1
"""@lasagessestoicienne Cette fois-ci ils sont obligés de le remettre à un noir, un ❤coeur pour l'afrique""";1
@ezequielwhitemore5299 B.O 2026 🇶🇦💸💸💸💸 .Barcola;0
@muqorobindemak3790 Layak dan pantas beliau pemain terbaik...;0
@OlegeSaintlouis Plus mauvais soirée que lamine a passé❤❤❤❤❤❤ lamine je t'aime mème si tu n'a pa gagner le ballon d'or;1
@Hostobi bro why is yamal there?;0
"""@adamkasmi2698 Incroyable, mais vrai ! Dembélé a connu une saison mitigée, avec des hauts et des bas, et pourtant, il a remporté le Ballon d'Or. Incroyable ! Le seul joueur à avoir été au top de sa forme toute la saison et à avoir disputé tous les matchs n'est autre que Hakimi ! Hakimi doit quitter le PSG d'urgence pour un grand club comme le Real Madrid !""";1
"""@LamzoR-s8s5r Son discours m'a fait pleurer 😢, merci Ousmane Dembélé et la FIFA pour le ballon d'or 2025. Et félicitations à tous 🎉🎉🎉🎉🎉🎉""";1
@KAISERINATORE On passe de Benzema à dembele 🤦🏻‍♂️;0
"""@ArticoDeArtist Seulement si mbappe avait patienté,il allait gagner tout ça avec PSG.""";0
@IncredibleStan lamine yamal est en colère mdr!!!!!! OUSMANE BALLON D'OR;0
@Pakos-Terimos Bravo Ousmane.;1
@YaNaing-y2l 🌹🎉🇺🇸;1
@babaracamara1726 Ces du mérite ❤ vraiment de la part de dembouz;1
@torrepaolo7527 Mérité pour le meilleur joueur de la saison;1
@arkhaelghislainmuhindo8197 Un mec exceptionnel  !;1
"Ne pas lui donner le ballon d'or aurait été une injustice.""";0
"""@nephiuAB Congrats Dembele, well deserved""";0
@يوسف-ه6ص4ج Achraf Hakimi le vrai ballon d or.;0
@Moemenmekadmini Fully deserved for dembele and yamal 2nd at 18 is crazy;0
@DannyKrooss La FIFA devrait attribuer le ballon d'or 2024 au real Madrid;0
@JirssNkulu Je suis fier de toi mon joueur 🎉🎉🎉❤❤❤❤;1
"""@souroukoufadjalan9878 Félicitations à toi, ousmane.tu le mérite pleinement ❤""";1
@MRMTaza5428 Dembele bravo maïs Yamal le mérite aussi;1
@Steven4_michael Bro ne pleure pas 😢;1
@soupe2000 elle est jeune sa maman dis donc;0
@mbuhbaewis kelamin jamal;0
@bouchaibbelhanda485 Bravo il est de mon quartier a rennes ♥️;1
@hachemhamdi7554 Je pense que le football est officiellement fini après avoir vu des joueurs comme rodri et dembele gagné le ballon d or;0
@CyrilOvic Tu es juste un footix...;0
@hachemhamdi7554 ​ @CyrilOvic t es juste un supporter du PSG 😂😂😂;0
@rezasurbakti2914 Selamat buat Ousmane Dembele.. ballon D'or 👏👏👏👏👏;1
"""@columbo-j3d je ne regarde même plus le ballon d'or, après Benzema, Messi ,Ronaldo le ballon d'or a beaucoup perdu de sa valeur, yamal je ne l'aurai même pas mis dans les 10  ,dembele ballon d'or 😂,il ne fait rien en équipe de France, la coupe du monde 2022 la France a perdu à cause de dembele pour son penalty offert à Di Maria ,au paris SG il y a des supers joueurs, vitinha ,sakachvili, hakimi,Nuno Mendes , vitinha  ou Kilian mbappe ballon d'or""";1
@ColthDivassa Bravo champion depuis le Gabon 🇬🇦💪;1
@Roshan.Naubhag The best thing about Dembélé winning the ballon d'or is Barcelona fans can't even go and express their frustration in Dembélé instagram cause Dembélé is not on even single social media. 😂;0
@khalidalfath Hakimi;0
"""@francoissantoni8507 Et il a oublié de remercier le Mali , ses ancêtres ses origines .....petit joueur 🤮""";1
@bathroomsinger7820 After long time ballon D’or with deserved person;0
@chrispinlungu1779 The real winner has got it this yr.  Congratulations Ousmane Dembele;0
@Paresseux2023 Évreux à l'honneur ❤ merci os;1
@francoissantoni8507 Il n'a pas remercié ses sponsors  ....😂😂😂;1
@SambaSy-i5d Wa Barça bonn;0
@Steven4_michael Ahhh Ousmane Dembelé t'es fort gros 🎉🎉🎉;1
@claudefleury5222 Il pleure (sa fait toi un homme pas une machine ) ousmane dembéllée;1
"""@BakitéGona Incontestable il mérite ,pas de débat ❤❤🎉🎉🎉""";1
@رعدالموسوي-س5د فوز مستحق عكس عامي ٢٠٢٣ سرقت من هالاند وقدمت لميسي و٢٠٢٤ سرقت من فنيسيوس، جونيور وقدمت لرودري;0
@cheikhdiop7636 😢;0
@mustaphatichetti9280 La Francia africana hhhhhhh;0
@ManieGlaude Il n' est pas thug ce mec;0
@mustaphatichetti9280 La Francia se sa giocatori e finché balcone d'oro hhhhhhhhh;0
"""@DivinKibwa cette fois ci je crois bien que le ballon d'or ne pas truqué, c'est la logique vraiment ! Ousmane t'as mérité ça""";1
@madyhisoka2320 Autant je suis heureux pour Dembele et sa victoire méritée autant je suis scandalisé par le classement de certains parisiens Hakimi en tête......;1
@aidanmaulana8714 Attitude Yamal sangat buruk di pertontonkan;0
@LailaRahmadani-w6d 😂r10;0
"""@AlainJoy-n8j Même Dembele commet de faute française, on dit: toutes les stars pas tous les stars😂😂""";0
@fififilofaria5269 Bravo et félicitations OUS 👏🏾👏🏾👍🏾👍🏾;1
@mdjihanali6279 Congratulations 🎉🎉🎉;1
"""@abdouma5872 Othmane Dembelé a gagné le ballon d'or car il est français , mais Achraf Hakimi a gagné le cœur , l'amour  et   le respect  de de 38 millions de marocains  .  Un arabe   musulman  ne gagnera jamais le ballon d'or""";1
@tchek694 Congratulation;0
@RachelEgbau Ok merci beaucoup;1
@CheikhAlymbow Même le discours mérite un autre ballon d'or 😊❤😊❤😊😂;1
@souleymanediaw5013 Tellement Ille le mérite ❤❤❤❤❤félicitations 🎉🎉🎉;1
@ManieGlaude Depi se Ronaldinho k t vini an li pa t ap lot ke Dembous;0
@AttaNdri ❤❤❤❤❤❤❤❤❤;1
"Son talent est à l image de son humilité .....félicitation & prodigieux""";1
@c.s.ccinemastarsclips9084 😂😂😂🤣🤣🤣 C'est une blague;0
@NathanaelHoussi Bravo a Ousmane et a Lamine 17 ans finir 2 au ballon d or et il aurait pu gagner aussi;1
@tizianomaron4956 Ballon d'or non mérité malheureusement;1
@renemanegu8554 l'Afrique est fière de toi;0
@jean-josephdivinmamboungou9779 Ouais mais bon l’histoire ne retiendra malheureusement que sa nationalité française !;0
"""@acidlover_303  @jean-josephdivinmamboungou9779  pourquoi malheureusement ? Il est français, est né en France, a grandi en France, a appris a joué au foot en France, dans des infrastructures française et a gagné ce titre en jouant dans le club de la capitale française... Arrêtez de vous attribuer des trophées qui ne vous revienne pas.""";0
@soufianeelannaoui3397 Hakimi 6 éme quelle  honte;0
@romz5369 C’est exceptionnel non?;1
@mansourba8071 ❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤;1
@AhmadSipan-l1h الف الف الف مبروك للهداف الموهوب الفنان عثمان ديمبلي بحداره وكل من حضل على جواءز الف مبروك;0
@LamineSissoko-n3u Bravo Dembele plusieurs années de blessure aujourd’hui ton courage de ne rien lâcher à payer félicitations et fiers ❤❤❤🎉;1
"""@Tanguy2bamako @charles""""De très bons forgerons ces malien🇲🇱👍😎""";1
@zerkagames9193 J’ais u les larmes aux yeux;0
@YenTchabre-b9y On oubliera jamais le crime rac*ste de l'année dernière;0
@mohamedalmoustaphaalhousse7949 Félicitation au football ! Ousmane a mérité le ballon d'or;1
@AlainbrelNzengue Il mérite une saison de ouf;1
"""@pattdarryl5771 Salah devant Raphinha, Pédri 11e...""";0
"no como el año pasado que fue el mayor atraco de la historia ..con el robo que le hicieron a Vinicius""";0
@TheophilusNaagminkara Well deserved 🎉🎉🎉;1
@zeynakonate2787 Wonibik félicitation dembouz 🎉🎉🎉🎉;1
@WislayMorejonLopez Lo mejor dembele;0
"""@sophiecisse On aurait jamais cru y’a quelques années qu’il aurait le bo avant Mbappé mais, il l’a fait. Il l’a mérité et son discours était vraiment émouvent, c’est le plus beau que j’ai entendu dans les cérémonies de bo que j’ai pu voire. Ça venait vraiment du cœur et c’est touchant même s’il était un peu maladroit😂 mais on aime ça chez lui. Si possible j’espère qu’il fera à nouveau de belles saisons. Bravo à Dembouz 🎉🎉🎉""";1
"🇲🇷🇸🇳🤷‍♂️Guezoula-igdala arrivées sur Tombouctou juste après l'arrivée de messufa, au Niger Guezoula-igdala premiers arrivées, et un groupe de Twareg lybien ce sont mêlées à eux🇳🇪 !! Twareg descendent de Lamtoûna, Lamtoûna descend de zénaga🇲🇷🇸🇳,messufa Sanahja descendent de zénaga🇲🇷🇸🇳, zénaga l'un des 3 grands groupes berbères !! Zénaga🇲🇷🇸🇳installées définitivement dans la région Mauritano-Sénégalaise au 2ème siècle de notre ère !! Et leurs ancêtres proto-berbères Gétules lybique🇱🇾étaient en contact avec les tribus Bafours Mauritano-Sénégalaise du Sahara occidental et du Nord Mauritanien depuis la fin du néolithique, Antiquité..leur descandants zénaga🇲🇷🇸🇳 s'installeront définitivement dans la région Mauritano-Sénégalaise au 2ème siècle.""";0
@faridchaouch3395 ballon d'or le plus émouvant;0
@junior-bw1rk c'est exceptionnel;1
@ybudden7604 Une honte au foot;0
@unknownv8462 Greatest achievement for a french footballer;0
@powerfull7686 Lamine yamal balón de playa😂;0
@RazerLeParisien_70 ET OUSMANEES BALLON D’OR ❤️💙;1
@stephanhopfner3351 🤣🤣🤣🤣🤣🤣🤣der Fussball wird immer dreckiger und korrupten...;0
@AngelAngelPuff-ob2sr c'est tellement beau de voir des larmes de joie;0
@DAVIDKENZOMANDJEM quel joie je suis en colère😡😡😤😤🤬😠😠😤😤🥱😠🤬😡;0
@ElimaneDiallo-n4p On s'en fou si t'es en colére va dormir 😡😡😡😡😡😡 felicite le au moins;0
@fury_Drift ​@DAVIDKENZOMANDJEMMet toi à 4 pattes devant Yamal ça te réjouira ☺️☺️;0
@Adenmoussa-g1x Bon courage continue là-bas il m'a fait pleuré lorsqu'il a rentré sujet des maman 😭😭🇩🇯🇩🇯🇩🇯🇩🇯;1
"""@Tanguy2bamako @charles""""Les descandants de bambara malien déportées🇫🇷/🇲🇱👨‍👩‍👧‍👦⛓️ sont présents dans la ville de thies du Sénégal.""";0
@dedeelmagnifico why yamal?? just la liga thropy.. cole palmer?? you know same key player.. now yamal like messy.. pipa golden boy.. madrid cannot succses this vote.. barca to much fake vote..;0
"Weah reste à ce jour le seul joueur africain à avoir remporté le BO""";0
@luismesias4697 Es hacy cómao se debe de ganar y más este premio no es por marketing;0
@saidr4777 En un mot: exceptionnel !!;1
@AzzamBounjoua Le premier que tu fois remercier c'est le Grand Achraf Hakimi sans lui tu n'ayrais jamais marqué des buts...France Football sa place dans la poubelle de l'histoire du foot français..Ta femme marocaine va divorcer avec toi car tu ne l'as pas citée..  Vive Hakimi à bas le paysan Lakhlifi....;1
@RahmatAlex-r2o Alhamdulillah dapat penghargaan pemain terbaik di dunia... Allahuakbar!!!;0
@danicommunication6542 Tu l'as bien mérité;1
@harrissaefurrohman5604 Vitinha is a real win;0
@unknownv8462 Mérité;1
@ItsSpoRTan OUSMAAAAANE;0
"""@marouanebenyahia9475 La France, exploiteuse et trompeuse, est le pays le plus méchant du monde.""";0
"""@Tanguy2bamako @charles""""bambara malien🇲🇱🐈ont été déportées en masse par la France🇫🇷🦁au Sénégal,pour travailler les forges du chemin de fer🇸🇳👍🤓""";1
"il m'a émus le ptit dembouz""";0
@youtim8 Hakimi is the best player;0
@weynigebreyesus4064 ll fait un vrai discours sincère sans;0
@MrBou. la daronne avait pas l'air très heureuse ou c'est moi ?;0
@marouanebenyahia9475 😂😂😂😂😂😂😂 touuuuuuuz;0
"""@Tanguy2bamako @Charles😢bambara malien et mandingue guinéen🇬🇳🤡🇲🇱ont connu le travail forcé pendant l'époque coloniale🇫🇷,c'est terrible😢des tâches pénibles et ingrates😁""";0
"Pour yamal : il va en avoir mais quand il sera un peu plus humble.""";1
"machaallah""";1
